delivery_partner_id,partner_brand_name,partner_type,contact_number
40596,Dunzo,3rd Party,9.1964E+11
31495,Delhivery,3rd Party,9.15322E+11
15665,Dunzo,3rd Party,9.16268E+11
23009,Dunzo,3rd Party,9.1369E+11
82638,BlueDart,3rd Party,9.10556E+11
77476,LoadShare,3rd Party,9.14088E+11
73022,LoadShare,3rd Party,9.14225E+11
32659,Delhivery,3rd Party,9.19792E+11
35140,BlueDart,3rd Party,9.10289E+11
38755,LoadShare,3rd Party,9.1733E+11
70290,Blinkit Partner,In-house,9.14103E+11
28144,LoadShare,3rd Party,9.11616E+11
58922,Blinkit Partner,In-house,9.10842E+11
66985,Delhivery,3rd Party,9.10111E+11
82046,Dunzo,3rd Party,9.12035E+11
20090,Dunzo,3rd Party,9.18262E+11
66225,LoadShare,3rd Party,9.10176E+11
63738,Blinkit Partner,In-house,9.15698E+11
8506,Shadowfax,3rd Party,9.16421E+11
75692,Ecom Express,3rd Party,9.17358E+11
90390,Shadowfax,3rd Party,9.19745E+11
75316,Ecom Express,3rd Party,9.13426E+11
52304,Shadowfax,3rd Party,9.12805E+11
38861,Dunzo,3rd Party,9.11159E+11
81977,BlueDart,3rd Party,9.16855E+11
18200,Dunzo,3rd Party,9.17409E+11
12863,Ecom Express,3rd Party,9.19036E+11
69861,BlueDart,3rd Party,9.10814E+11
4285,Blinkit Partner,In-house,9.15012E+11
59848,LoadShare,3rd Party,9.10023E+11
40025,Shadowfax,3rd Party,9.15987E+11
64618,Blinkit Partner,In-house,9.19871E+11
9053,Blinkit Partner,In-house,9.16133E+11
94840,LoadShare,3rd Party,9.19404E+11
23582,Blinkit Partner,In-house,9.17876E+11
54795,LoadShare,3rd Party,9.13109E+11
57649,Delhivery,3rd Party,9.12422E+11
21783,LoadShare,3rd Party,9.17286E+11
92389,Ecom Express,3rd Party,9.1272E+11
72408,Shadowfax,3rd Party,9.17127E+11
44884,BlueDart,3rd Party,9.11824E+11
94183,BlueDart,3rd Party,9.15416E+11
89680,Shadowfax,3rd Party,9.10736E+11
87624,BlueDart,3rd Party,9.18865E+11
1722,LoadShare,3rd Party,9.16786E+11
12071,Ecom Express,3rd Party,9.18586E+11
15234,Delhivery,3rd Party,9.19209E+11
42244,Ecom Express,3rd Party,9.11618E+11
18688,BlueDart,3rd Party,9.16551E+11
76694,Delhivery,3rd Party,9.15915E+11
91088,Shadowfax,3rd Party,9.10366E+11
68969,Delhivery,3rd Party,9.14061E+11
43649,Blinkit Partner,In-house,9.14328E+11
11814,Dunzo,3rd Party,9.14781E+11
32681,Blinkit Partner,In-house,9.19716E+11
23074,Shadowfax,3rd Party,9.10148E+11
50910,BlueDart,3rd Party,9.11473E+11
38308,BlueDart,3rd Party,9.11523E+11
17404,Delhivery,3rd Party,9.19384E+11
16741,LoadShare,3rd Party,9.19151E+11
62473,Ecom Express,3rd Party,9.18406E+11
80729,Dunzo,3rd Party,9.13627E+11
16501,LoadShare,3rd Party,9.13803E+11
45137,Shadowfax,3rd Party,9.10749E+11
96206,Ecom Express,3rd Party,9.1289E+11
30662,BlueDart,3rd Party,9.14462E+11
39894,Delhivery,3rd Party,9.12896E+11
51540,Ecom Express,3rd Party,9.15846E+11
83654,BlueDart,3rd Party,9.14582E+11
97223,LoadShare,3rd Party,9.13254E+11
55805,LoadShare,3rd Party,9.14668E+11
1128,Dunzo,3rd Party,9.16982E+11
92460,Dunzo,3rd Party,9.17134E+11
48139,Delhivery,3rd Party,9.19587E+11
71878,Ecom Express,3rd Party,9.12999E+11
18055,Dunzo,3rd Party,9.16295E+11
94308,LoadShare,3rd Party,9.17715E+11
35598,Ecom Express,3rd Party,9.11441E+11
16055,LoadShare,3rd Party,9.16294E+11
13158,Shadowfax,3rd Party,9.18059E+11
12987,LoadShare,3rd Party,9.16273E+11
94672,Delhivery,3rd Party,9.19362E+11
72175,Blinkit Partner,In-house,9.14591E+11
85815,Shadowfax,3rd Party,9.13221E+11
73801,Shadowfax,3rd Party,9.1854E+11
95930,Delhivery,3rd Party,9.17827E+11
86120,Ecom Express,3rd Party,9.10043E+11
48609,Ecom Express,3rd Party,9.15776E+11
93825,Delhivery,3rd Party,9.13618E+11
96839,Dunzo,3rd Party,9.19125E+11
13883,Shadowfax,3rd Party,9.11684E+11
80608,Dunzo,3rd Party,9.18263E+11
67811,LoadShare,3rd Party,9.18547E+11
15617,Shadowfax,3rd Party,9.13772E+11
44378,Shadowfax,3rd Party,9.1781E+11
29907,BlueDart,3rd Party,9.18673E+11
89142,Blinkit Partner,In-house,9.13753E+11
957,Ecom Express,3rd Party,9.13266E+11
99898,Shadowfax,3rd Party,9.14791E+11
10089,Ecom Express,3rd Party,9.12526E+11
95373,LoadShare,3rd Party,9.18083E+11
64535,Ecom Express,3rd Party,9.15154E+11
60888,Dunzo,3rd Party,9.1336E+11
44829,Dunzo,3rd Party,9.1584E+11
16774,BlueDart,3rd Party,9.18579E+11
66580,Blinkit Partner,In-house,9.13908E+11
7486,LoadShare,3rd Party,9.13464E+11
24708,Dunzo,3rd Party,9.19087E+11
23667,Delhivery,3rd Party,9.14727E+11
98927,LoadShare,3rd Party,9.10461E+11
84702,Ecom Express,3rd Party,9.15999E+11
26008,LoadShare,3rd Party,9.15859E+11
28392,Blinkit Partner,In-house,9.10786E+11
29019,Dunzo,3rd Party,9.11997E+11
61247,LoadShare,3rd Party,9.12216E+11
72058,Ecom Express,3rd Party,9.13541E+11
50037,BlueDart,3rd Party,9.19924E+11
11180,BlueDart,3rd Party,9.17996E+11
16877,Dunzo,3rd Party,9.16583E+11
37197,BlueDart,3rd Party,9.17894E+11
48031,Delhivery,3rd Party,9.19306E+11
59753,Blinkit Partner,In-house,9.1544E+11
32740,BlueDart,3rd Party,9.16474E+11
27774,BlueDart,3rd Party,9.15216E+11
54327,Delhivery,3rd Party,9.14949E+11
23927,Blinkit Partner,In-house,9.12387E+11
28593,LoadShare,3rd Party,9.13923E+11
22218,Blinkit Partner,In-house,9.18719E+11
38835,Shadowfax,3rd Party,9.13909E+11
68342,Dunzo,3rd Party,9.11884E+11
41598,Dunzo,3rd Party,9.16929E+11
64839,Shadowfax,3rd Party,9.14119E+11
60976,Delhivery,3rd Party,9.13882E+11
13060,Shadowfax,3rd Party,9.12913E+11
78517,LoadShare,3rd Party,9.16781E+11
59618,LoadShare,3rd Party,9.15977E+11
52785,Dunzo,3rd Party,9.12353E+11
99684,LoadShare,3rd Party,9.16195E+11
86506,Dunzo,3rd Party,9.19104E+11
91241,Shadowfax,3rd Party,9.14519E+11
40902,Shadowfax,3rd Party,9.12657E+11
42583,BlueDart,3rd Party,9.11692E+11
17469,BlueDart,3rd Party,9.13114E+11
29664,Shadowfax,3rd Party,9.16004E+11
70,Dunzo,3rd Party,9.17718E+11
9599,Shadowfax,3rd Party,9.18864E+11
18337,Shadowfax,3rd Party,9.13094E+11
80462,Ecom Express,3rd Party,9.18129E+11
93967,Delhivery,3rd Party,9.13234E+11
71946,Shadowfax,3rd Party,9.10289E+11
79713,LoadShare,3rd Party,9.17102E+11
68794,Dunzo,3rd Party,9.10239E+11
36208,Delhivery,3rd Party,9.10279E+11
19900,BlueDart,3rd Party,9.14806E+11
32566,Blinkit Partner,In-house,9.16613E+11
41221,Dunzo,3rd Party,9.10013E+11
2591,LoadShare,3rd Party,9.14698E+11
52508,Dunzo,3rd Party,9.12183E+11
59402,BlueDart,3rd Party,9.16833E+11
43013,LoadShare,3rd Party,9.17625E+11
74560,LoadShare,3rd Party,9.16461E+11
18998,Blinkit Partner,In-house,9.14768E+11
34564,Dunzo,3rd Party,9.17861E+11
31783,Ecom Express,3rd Party,9.13478E+11
29001,Blinkit Partner,In-house,9.11094E+11
42099,Ecom Express,3rd Party,9.17254E+11
95658,Blinkit Partner,In-house,9.14978E+11
8264,Dunzo,3rd Party,9.10024E+11
96131,Shadowfax,3rd Party,9.14765E+11
16761,Shadowfax,3rd Party,9.11217E+11
82300,BlueDart,3rd Party,9.11072E+11
11353,Blinkit Partner,In-house,9.13957E+11
45133,Delhivery,3rd Party,9.17096E+11
8681,Blinkit Partner,In-house,9.18096E+11
88842,Blinkit Partner,In-house,9.18952E+11
76144,Blinkit Partner,In-house,9.15137E+11
62504,Ecom Express,3rd Party,9.17602E+11
48964,BlueDart,3rd Party,9.11601E+11
26193,Shadowfax,3rd Party,9.1213E+11
24936,BlueDart,3rd Party,9.18894E+11
32618,BlueDart,3rd Party,9.16772E+11
82928,BlueDart,3rd Party,9.10519E+11
84314,Shadowfax,3rd Party,9.11394E+11
6336,Shadowfax,3rd Party,9.1073E+11
44363,Blinkit Partner,In-house,9.19052E+11
52656,BlueDart,3rd Party,9.14277E+11
80421,Delhivery,3rd Party,9.14727E+11
32176,Ecom Express,3rd Party,9.16265E+11
24481,Ecom Express,3rd Party,9.13336E+11
21250,Shadowfax,3rd Party,9.13488E+11
2837,Dunzo,3rd Party,9.14576E+11
40413,Dunzo,3rd Party,9.17888E+11
34363,Dunzo,3rd Party,9.10316E+11
96161,LoadShare,3rd Party,9.15591E+11
90443,Blinkit Partner,In-house,9.13578E+11
8275,Dunzo,3rd Party,9.12617E+11
16607,Blinkit Partner,In-house,9.11384E+11
70910,Dunzo,3rd Party,9.16067E+11
62488,Delhivery,3rd Party,9.10727E+11
62089,Blinkit Partner,In-house,9.13861E+11
24003,Dunzo,3rd Party,9.14461E+11
64562,Ecom Express,3rd Party,9.18588E+11
9546,Shadowfax,3rd Party,9.1054E+11
55608,Blinkit Partner,In-house,9.16128E+11
66475,Ecom Express,3rd Party,9.18271E+11
74826,Ecom Express,3rd Party,9.17943E+11
69967,Ecom Express,3rd Party,9.17391E+11
77103,LoadShare,3rd Party,9.14634E+11
73215,Shadowfax,3rd Party,9.18033E+11
38923,Shadowfax,3rd Party,9.1319E+11
66240,BlueDart,3rd Party,9.16215E+11
63462,LoadShare,3rd Party,9.19638E+11
60577,Ecom Express,3rd Party,9.15006E+11
40358,Shadowfax,3rd Party,9.1633E+11
34744,Shadowfax,3rd Party,9.13171E+11
23236,Ecom Express,3rd Party,9.11673E+11
90779,Ecom Express,3rd Party,9.15486E+11
31133,Dunzo,3rd Party,9.193E+11
79485,Dunzo,3rd Party,9.1227E+11
23150,Blinkit Partner,In-house,9.19437E+11
78640,Blinkit Partner,In-house,9.14449E+11
28767,Blinkit Partner,In-house,9.11822E+11
31624,Dunzo,3rd Party,9.16266E+11
92890,Ecom Express,3rd Party,9.14196E+11
97252,Blinkit Partner,In-house,9.11678E+11
91131,Shadowfax,3rd Party,9.12944E+11
25713,Dunzo,3rd Party,9.16494E+11
57502,Blinkit Partner,In-house,9.10657E+11
38813,Shadowfax,3rd Party,9.19402E+11
69843,Blinkit Partner,In-house,9.19053E+11
99345,Delhivery,3rd Party,9.10359E+11
16105,Ecom Express,3rd Party,9.19561E+11
51118,Ecom Express,3rd Party,9.18921E+11
24651,Blinkit Partner,In-house,9.10362E+11
6790,Delhivery,3rd Party,9.16602E+11
8522,Blinkit Partner,In-house,9.15044E+11
92356,BlueDart,3rd Party,9.13181E+11
92929,BlueDart,3rd Party,9.14825E+11
88039,Ecom Express,3rd Party,9.10696E+11
91951,LoadShare,3rd Party,9.11819E+11
23471,BlueDart,3rd Party,9.14258E+11
49742,BlueDart,3rd Party,9.12844E+11
35150,Blinkit Partner,In-house,9.17928E+11
15459,Dunzo,3rd Party,9.17329E+11
82328,Dunzo,3rd Party,9.14233E+11
48673,Delhivery,3rd Party,9.19276E+11
9198,Dunzo,3rd Party,9.13701E+11
31310,Shadowfax,3rd Party,9.17523E+11
81045,LoadShare,3rd Party,9.1911E+11
45259,BlueDart,3rd Party,9.10017E+11
64847,LoadShare,3rd Party,9.15903E+11
29466,Shadowfax,3rd Party,9.11941E+11
77387,BlueDart,3rd Party,9.17334E+11
61963,Delhivery,3rd Party,9.13651E+11
67313,Shadowfax,3rd Party,9.16385E+11
23035,Shadowfax,3rd Party,9.15569E+11
27586,LoadShare,3rd Party,9.17577E+11
1015,Blinkit Partner,In-house,9.14812E+11
63325,LoadShare,3rd Party,9.1986E+11
67465,Ecom Express,3rd Party,9.1106E+11
60557,LoadShare,3rd Party,9.13939E+11
46535,Dunzo,3rd Party,9.12511E+11
47213,Shadowfax,3rd Party,9.17551E+11
39281,LoadShare,3rd Party,9.10036E+11
5888,Shadowfax,3rd Party,9.16518E+11
10769,Ecom Express,3rd Party,9.17578E+11
902,Dunzo,3rd Party,9.13687E+11
80644,Shadowfax,3rd Party,9.13457E+11
33767,LoadShare,3rd Party,9.1883E+11
89726,Shadowfax,3rd Party,9.15268E+11
3302,BlueDart,3rd Party,9.14168E+11
32899,Ecom Express,3rd Party,9.19284E+11
16125,Dunzo,3rd Party,9.11234E+11
90986,Blinkit Partner,In-house,9.15364E+11
87815,Shadowfax,3rd Party,9.13358E+11
20446,LoadShare,3rd Party,9.18693E+11
86053,Dunzo,3rd Party,9.14202E+11
72143,LoadShare,3rd Party,9.13419E+11
72709,LoadShare,3rd Party,9.16521E+11
37500,Shadowfax,3rd Party,9.19786E+11
90983,LoadShare,3rd Party,9.12687E+11
99752,Shadowfax,3rd Party,9.17986E+11
90596,Blinkit Partner,In-house,9.15831E+11
81908,BlueDart,3rd Party,9.13574E+11
85993,LoadShare,3rd Party,9.17534E+11
54725,LoadShare,3rd Party,9.19026E+11
11837,LoadShare,3rd Party,9.12864E+11
14473,Delhivery,3rd Party,9.16194E+11
89340,Delhivery,3rd Party,9.1065E+11
65345,Dunzo,3rd Party,9.16133E+11
76728,BlueDart,3rd Party,9.16463E+11
68285,BlueDart,3rd Party,9.17199E+11
31737,Delhivery,3rd Party,9.10358E+11
28578,Dunzo,3rd Party,9.10214E+11
51934,Delhivery,3rd Party,9.13494E+11
68804,Blinkit Partner,In-house,9.14597E+11
37895,Dunzo,3rd Party,9.1095E+11
52458,BlueDart,3rd Party,9.12878E+11
33843,BlueDart,3rd Party,9.15607E+11
7496,Delhivery,3rd Party,9.11178E+11
34174,Blinkit Partner,In-house,9.17727E+11
61413,Delhivery,3rd Party,9.12343E+11
8083,Ecom Express,3rd Party,9.16539E+11
8035,Shadowfax,3rd Party,9.15565E+11
10170,Shadowfax,3rd Party,9.12233E+11
7531,Blinkit Partner,In-house,9.11641E+11
71248,LoadShare,3rd Party,9.13688E+11
58926,LoadShare,3rd Party,9.13674E+11
26537,Shadowfax,3rd Party,9.15029E+11
30587,Shadowfax,3rd Party,9.12168E+11
92146,LoadShare,3rd Party,9.19186E+11
20774,Dunzo,3rd Party,9.17971E+11
68709,LoadShare,3rd Party,9.18511E+11
52711,Delhivery,3rd Party,9.13348E+11
43415,Dunzo,3rd Party,9.12818E+11
7068,Delhivery,3rd Party,9.1527E+11
97878,Shadowfax,3rd Party,9.15246E+11
31900,Dunzo,3rd Party,9.11902E+11
17974,Delhivery,3rd Party,9.13519E+11
66722,Delhivery,3rd Party,9.19951E+11
49116,Dunzo,3rd Party,9.15525E+11
67136,Blinkit Partner,In-house,9.1598E+11
33099,Ecom Express,3rd Party,9.18533E+11
55172,LoadShare,3rd Party,9.15953E+11
56299,BlueDart,3rd Party,9.12099E+11
73154,Delhivery,3rd Party,9.12867E+11
13307,LoadShare,3rd Party,9.10814E+11
40500,Ecom Express,3rd Party,9.13883E+11
84614,BlueDart,3rd Party,9.12813E+11
58157,LoadShare,3rd Party,9.16597E+11
53064,Shadowfax,3rd Party,9.14832E+11
48508,BlueDart,3rd Party,9.10529E+11
5117,Ecom Express,3rd Party,9.19498E+11
32884,LoadShare,3rd Party,9.16265E+11
49631,Delhivery,3rd Party,9.18699E+11
5762,BlueDart,3rd Party,9.14166E+11
92033,Shadowfax,3rd Party,9.11281E+11
2460,Dunzo,3rd Party,9.16226E+11
76831,Delhivery,3rd Party,9.1625E+11
48582,Shadowfax,3rd Party,9.13079E+11
54016,Shadowfax,3rd Party,9.1791E+11
80840,BlueDart,3rd Party,9.10021E+11
6845,LoadShare,3rd Party,9.18547E+11
63625,Dunzo,3rd Party,9.1972E+11
94346,Delhivery,3rd Party,9.11961E+11
98929,Delhivery,3rd Party,9.10658E+11
66,LoadShare,3rd Party,9.11746E+11
82096,Dunzo,3rd Party,9.14918E+11
99744,BlueDart,3rd Party,9.16786E+11
72612,Delhivery,3rd Party,9.16087E+11
18521,Dunzo,3rd Party,9.14828E+11
13849,BlueDart,3rd Party,9.1041E+11
70771,BlueDart,3rd Party,9.13532E+11
55394,Ecom Express,3rd Party,9.19373E+11
7931,Delhivery,3rd Party,9.12274E+11
53062,LoadShare,3rd Party,9.15123E+11
61371,Blinkit Partner,In-house,9.13364E+11
75267,Delhivery,3rd Party,9.164E+11
2353,Ecom Express,3rd Party,9.16473E+11
4535,Shadowfax,3rd Party,9.18456E+11
57029,Shadowfax,3rd Party,9.14201E+11
26018,BlueDart,3rd Party,9.19024E+11
49871,Blinkit Partner,In-house,9.16343E+11
96049,Ecom Express,3rd Party,9.13611E+11
47591,Delhivery,3rd Party,9.18806E+11
62428,Shadowfax,3rd Party,9.11373E+11
60118,Shadowfax,3rd Party,9.14434E+11
87117,Delhivery,3rd Party,9.18462E+11
28600,Ecom Express,3rd Party,9.11928E+11
85359,Dunzo,3rd Party,9.18194E+11
76004,BlueDart,3rd Party,9.13875E+11
13646,Delhivery,3rd Party,9.11863E+11
49965,Dunzo,3rd Party,9.18885E+11
47833,BlueDart,3rd Party,9.14656E+11
89404,Blinkit Partner,In-house,9.12983E+11
42567,LoadShare,3rd Party,9.10581E+11
83793,BlueDart,3rd Party,9.16521E+11
92673,Blinkit Partner,In-house,9.14145E+11
65301,LoadShare,3rd Party,9.19823E+11
60889,Shadowfax,3rd Party,9.15074E+11
17988,Shadowfax,3rd Party,9.18153E+11
40079,Shadowfax,3rd Party,9.10822E+11
2990,BlueDart,3rd Party,9.15164E+11
5503,Dunzo,3rd Party,9.1752E+11
88037,LoadShare,3rd Party,9.10859E+11
8862,Shadowfax,3rd Party,9.13517E+11
43788,Ecom Express,3rd Party,9.15783E+11
19165,Delhivery,3rd Party,9.15063E+11
221,LoadShare,3rd Party,9.13023E+11
26657,LoadShare,3rd Party,9.19889E+11
25932,Dunzo,3rd Party,9.1799E+11
10305,Blinkit Partner,In-house,9.15612E+11
38383,Dunzo,3rd Party,9.13215E+11
17706,Shadowfax,3rd Party,9.18834E+11
52709,Delhivery,3rd Party,9.18795E+11
88797,Delhivery,3rd Party,9.18707E+11
77224,Ecom Express,3rd Party,9.17871E+11
42606,Ecom Express,3rd Party,9.11207E+11
15637,Shadowfax,3rd Party,9.19735E+11
43280,Delhivery,3rd Party,9.16795E+11
16850,Dunzo,3rd Party,9.1651E+11
55423,BlueDart,3rd Party,9.13223E+11
92064,Dunzo,3rd Party,9.15945E+11
12230,BlueDart,3rd Party,9.13661E+11
68222,Shadowfax,3rd Party,9.11193E+11
56254,Delhivery,3rd Party,9.15712E+11
9399,Ecom Express,3rd Party,9.18698E+11
85241,LoadShare,3rd Party,9.18253E+11
53927,Ecom Express,3rd Party,9.19514E+11
71654,Blinkit Partner,In-house,9.15068E+11
83788,LoadShare,3rd Party,9.12901E+11
6325,BlueDart,3rd Party,9.19197E+11
62842,Dunzo,3rd Party,9.14632E+11
84415,Dunzo,3rd Party,9.18123E+11
85573,Ecom Express,3rd Party,9.13354E+11
235,Dunzo,3rd Party,9.16092E+11
22083,Ecom Express,3rd Party,9.19634E+11
83505,Ecom Express,3rd Party,9.15283E+11
95377,Dunzo,3rd Party,9.10979E+11
1608,Blinkit Partner,In-house,9.13786E+11
25691,Shadowfax,3rd Party,9.18679E+11
54869,Dunzo,3rd Party,9.16721E+11
93742,BlueDart,3rd Party,9.15241E+11
91077,Delhivery,3rd Party,9.17472E+11
37270,Ecom Express,3rd Party,9.18735E+11
20788,Blinkit Partner,In-house,9.10324E+11
25092,Ecom Express,3rd Party,9.13612E+11
74072,BlueDart,3rd Party,9.13923E+11
2274,Ecom Express,3rd Party,9.18613E+11
33721,BlueDart,3rd Party,9.14487E+11
84345,Ecom Express,3rd Party,9.12423E+11
24906,Dunzo,3rd Party,9.18212E+11
92861,Delhivery,3rd Party,9.10057E+11
80134,Dunzo,3rd Party,9.19168E+11
62683,Ecom Express,3rd Party,9.1577E+11
65541,BlueDart,3rd Party,9.12775E+11
28230,Shadowfax,3rd Party,9.18123E+11
59305,Blinkit Partner,In-house,9.16618E+11
49934,Ecom Express,3rd Party,9.14632E+11
14166,Shadowfax,3rd Party,9.17972E+11
29930,Ecom Express,3rd Party,9.16632E+11
3429,Blinkit Partner,In-house,9.17133E+11
68868,Dunzo,3rd Party,9.103E+11
93410,Dunzo,3rd Party,9.17359E+11
35894,Ecom Express,3rd Party,9.17291E+11
52139,Blinkit Partner,In-house,9.19584E+11
60137,Delhivery,3rd Party,9.19371E+11
2000,Delhivery,3rd Party,9.13929E+11
58520,Ecom Express,3rd Party,9.12609E+11
69070,Ecom Express,3rd Party,9.16647E+11
46962,Ecom Express,3rd Party,9.15457E+11
75658,Dunzo,3rd Party,9.14786E+11
79729,Dunzo,3rd Party,9.14663E+11
57403,Shadowfax,3rd Party,9.16067E+11
35435,BlueDart,3rd Party,9.14214E+11
